emp_no,first_name,last_name,title,from_date,salary
430910,Duro,Taneja,Engineer,1998-09-25,45988
208218,Masaru,Morrey,Engineer,1998-05-06,77242
207945,Arlette,Herber,Engineer,1998-04-30,40000
430524,Baoqiu,Schnabel,Engineer,1997-03-16,53266
12504,Adly,Rosaz,Engineer,1997-08-14,40000
474124,Magy,Koblick,Engineer,1999-04-16,40000
207223,Garnet,Marshall,Engineer,1995-07-14,74726
206765,Alselm,Zobel,Engineer,1995-12-07,40000
12514,Tomofumi,Melter,Engineer,1999-11-13,54241
44566,Yuqun,Bolotov,Engineer,1996-09-14,69384
44571,Tooru,Pashtan,Engineer,1999-08-21,40000
430501,Candida,McConalogue,Engineer,2001-06-27,70113
474086,Florian,Peroz,Engineer,1997-02-03,68706
473492,Doohun,Vuskovic,Engineer,1997-04-29,76218
206339,Kamran,Emmart,Engineer,1998-12-04,41271
429494,Ipke,Puppe,Engineer,1998-11-21,58301
44609,Zhongwei,Feinberg,Engineer,1999-08-25,40000
429431,Huiqun,Reutenauer,Engineer,1998-10-15,40000
206288,Sverrir,Vrecion,Engineer,1997-04-10,56845
44639,Odysseas,Anick,Engineer,1998-01-30,40000
24156,Bangqing,Willoner,Engineer,1995-09-17,42938
205944,Kwangho,Nitsch,Engineer,1999-12-07,40000
205920,Mechthild,Roccetti,Engineer,1997-04-09,41921
205559,Herbert,Portugali,Engineer,1996-11-25,66031
205492,Wojceich,Lorch,Engineer,1999-12-23,78252
429130,Franziska,Zlotek,Engineer,1999-12-29,46609
24178,Jouko,Sherertz,Engineer,1999-09-25,49316
44734,Shay,Vandervoorde,Engineer,1996-11-03,40000
473477,Giap,Lindqvist,Engineer,1996-09-30,40348
429013,Maren,Toyoshima,Engineer,1999-09-13,40000
204838,Kannan,Akazan,Engineer,1994-11-20,40000
24196,Radhika,Boyle,Engineer,1999-12-20,68657
44988,Oldrich,Kleiser,Engineer,1997-07-24,59873
204706,Denis,Joslin,Engineer,1997-03-25,44348
44998,Vishv,Kaiser,Engineer,1998-05-29,66062
15821,Aleksander,Antonakopoulos,Engineer,1997-06-09,40000
24207,Frazer,Rodham,Engineer,2002-03-27,40389
204693,Aran,Litzkow,Engineer,1995-03-10,43455
204428,Yuping,Chandrasekhar,Engineer,1999-09-30,40000
473038,Radhika,Furudate,Engineer,1999-01-31,40000
428725,Tonny,Berendt,Engineer,2000-01-19,51795
204097,Ung,Staudhammer,Engineer,1998-04-21,40000
472565,Qunsheng,Henders,Engineer,1997-01-27,54016
428649,Halsur,Raoux,Engineer,1997-03-08,40895
428135,Insup,Diderrich,Engineer,1998-04-25,55354
203639,Mircea,Farrag,Engineer,1999-10-17,40000
490763,Tomoyuki,Laurillard,Engineer,2001-04-01,62497
203258,Shaw,Garigliano,Engineer,1999-03-02,46816
496302,Adas,Plesums,Engineer,1997-07-03,42309
203244,Hitofumi,Sudbeck,Engineer,1996-07-08,40296
45342,Fatemeh,Sluis,Engineer,1999-09-26,52468
428129,Rajmohan,Motley,Engineer,1995-01-04,40000
45352,Yuichiro,Zallocco,Engineer,1998-11-13,40000
490740,Remko,Haraldson,Engineer,2001-04-21,68264
202944,Billur,Montemayor,Engineer,2001-06-03,54282
202906,Sanjay,Reinhard,Engineer,1995-08-19,40000
202446,Abdelghani,Rouquie,Engineer,1998-01-09,62097
202432,Aloys,Heering,Engineer,1995-11-03,56095
427853,Sanjay,Bisiani,Engineer,1996-02-10,48000
202375,Marke,Garnick,Engineer,2001-07-19,45256
202357,Make,Hedayat,Engineer,1999-08-14,43525
202281,Serif,Ramras,Engineer,1996-06-12,40000
202006,Gritta,Peac,Engineer,2002-07-19,49739
201976,Achilleas,Rosay,Engineer,1996-09-07,40000
201964,Val,Kropp,Engineer,1998-04-28,43436
201171,Zhenhua,Hofmeyr,Engineer,1995-06-03,40000
15877,Yannik,Kroll,Engineer,1999-08-10,40000
490619,Flemming,Orsini,Engineer,1996-08-20,54632
200526,Divine,Czaja,Engineer,1995-12-24,40000
427845,Franziska,Murillo,Engineer,1995-12-06,48972
200216,Jianhua,Merey,Engineer,2000-01-28,70351
496215,Lunjin,Erde,Engineer,1995-04-30,50071
427819,Shigehiro,Rohrbach,Engineer,1997-10-15,40484
200148,Sajjan,Schapire,Engineer,1998-05-16,58462
108453,Ipke,Chappelet,Engineer,1996-05-14,40000
108148,Szabolcs,Tyugu,Engineer,1996-03-29,43395
108137,Panayotis,Ermel,Engineer,1999-04-07,40000
490345,Aleksandar,Coullard,Engineer,2000-01-31,46768
471929,Kristen,Bale,Engineer,1999-12-24,66719
108078,Horward,Demian,Engineer,1997-05-31,48361
107764,Moie,Mersereau,Engineer,1997-12-30,40000
427741,Arra,Grandbois,Engineer,1996-05-22,40000
107718,Ibibia,Dehkordi,Engineer,1999-10-09,40000
46004,Toshimori,Schlegelmilch,Engineer,1998-11-13,40000
46025,Yurii,Demir,Engineer,2000-05-30,62359
496195,IEEE,Thibadeau,Engineer,1998-06-28,55711
107488,Moto,Swiler,Engineer,1997-04-24,40000
427727,Ramzi,Melichar,Engineer,1996-12-30,40000
107413,Val,Markovitch,Engineer,1997-03-14,40000
46054,Udi,Bultermann,Engineer,1997-01-15,40750
427722,Vishwani,Crooks,Engineer,1995-12-23,50941
107386,Nimmagadda,Uhrig,Engineer,1997-03-10,40000
427075,Berry,Cunliffe,Engineer,1997-07-05,51224
107340,JiYoung,Peroz,Engineer,1997-10-03,40000
426742,Toshiko,Swick,Engineer,1998-08-22,67295
107110,Wonhee,Lodder,Engineer,1998-05-19,54147
106743,Alselm,Erez,Engineer,1996-06-07,40000
426679,Zita,Ranze,Engineer,1999-12-14,40000
106737,Shigeu,Rosay,Engineer,1995-05-05,56136
426677,Waiman,Lorie,Engineer,1999-08-07,40000
498289,Spyrose,Schmezko,Engineer,1998-09-19,51219
106721,Shigehiro,Furedi,Engineer,1999-10-25,53043
106679,Mahmut,Tasistro,Engineer,1998-04-19,40500
471726,Xiadong,Hashii,Engineer,1999-10-10,48118
106587,Heekeun,Ranka,Engineer,1997-04-20,40000
106346,Perry,Cronan,Engineer,1998-09-03,40000
426389,Chuanyi,Ellozy,Engineer,1995-05-08,51402
426290,Serenella,Slobodova,Engineer,1998-11-22,57296
426289,Ute,Maginnis,Engineer,1994-07-12,40000
106240,Shen,Ramras,Engineer,1995-12-21,46408
105910,Guozhong,Zaccaria,Engineer,2000-04-22,42079
105401,Babette,Anguita,Engineer,1999-07-27,40000
105391,Vidya,Peac,Engineer,1998-11-11,40000
425914,Ishfaq,Melter,Engineer,1996-11-04,40000
16130,Kerryn,Belinskaya,Engineer,2002-07-26,40000
105326,Almudena,Comte,Engineer,1996-01-19,40000
46440,Pranav,Rosay,Engineer,2002-03-28,53108
425894,Miomir,Plessier,Engineer,1999-02-21,52826
105072,Gennadi,Atchley,Engineer,1999-08-28,40377
46646,Subir,Cesareni,Engineer,1997-10-28,45327
105033,Takahira,Quadeer,Engineer,1999-07-02,58325
104977,Shounak,Yetim,Engineer,1994-12-28,52210
104640,Chaosheng,Conia,Engineer,1995-10-05,41338
104266,Kiyokazu,Antonakopoulos,Engineer,1998-07-14,42290
425659,Hirochika,Sinicrope,Engineer,1996-02-08,50318
104233,Cordelia,Kolvik,Engineer,2000-02-27,43781
490269,Hideyuki,Schaar,Engineer,1999-05-14,40000
103586,Kwee,Veevers,Engineer,1995-04-07,42217
471637,Jaihie,Butner,Engineer,1999-12-22,40000
103184,Yongdong,Garnham,Engineer,1997-07-21,40000
425529,Lubomir,Luce,Engineer,1997-09-27,43986
102766,Guiseppe,Dechter,Engineer,1996-05-06,40000
471584,Volkmar,Ranon,Engineer,1996-10-16,60526
102742,Raimond,Kruskal,Engineer,1994-11-15,51549
490042,Vivian,Syrotiuk,Engineer,1998-02-08,40000
102451,Vugranam,Harbusch,Engineer,1996-07-19,40000
471297,Zeljko,Ramras,Engineer,1998-07-18,48374
102045,Chandrasekaran,Berstel,Engineer,1998-07-21,46765
47013,Kerhong,Straney,Engineer,1999-06-22,41731
101688,Bilhanan,Worfolk,Engineer,1998-04-16,40000
101638,Gaurav,Conta,Engineer,1996-07-07,51982
101380,Cullen,Ghazalie,Engineer,1998-02-05,65130
425125,Hongzhu,Rosenbaum,Engineer,1997-12-25,40000
47047,Shugo,Nourani,Engineer,2001-11-28,40000
101286,Gila,Bernardinello,Engineer,1994-12-02,40000
101003,Pranas,Kusakabe,Engineer,1996-02-11,58383
490010,Kshitij,Ranft,Engineer,1999-11-23,53823
100974,Adas,Ebeling,Engineer,1994-10-25,40000
100934,Goncalo,Czaja,Engineer,1997-01-15,41164
470443,Ioana,Ciolek,Engineer,1994-10-13,47906
100386,Lubomir,Dulay,Engineer,1995-11-29,40000
100072,Fan,Zeleznik,Engineer,1997-06-17,40248
424367,Kokou,Passino,Engineer,2000-10-20,56043
99989,Divine,Docker,Engineer,1999-11-01,42342
424200,Shooichi,Yeung,Engineer,1998-07-26,40000
470364,Pranas,Munawer,Engineer,1997-09-08,40000
470343,Godehard,Kaelbling,Engineer,1997-06-16,40000
99608,Baruch,Paludetto,Engineer,1999-08-14,42571
423986,Debatosh,Alvarado,Engineer,1997-01-04,40000
25225,Abdelaziz,Vrecion,Engineer,1996-02-21,63803
47185,Premsyl,Homond,Engineer,1995-05-31,45866
99544,Irene,Petersohn,Engineer,1999-02-22,40000
99299,Sachem,Claffy,Engineer,1995-06-10,52523
99269,Leaf,Gien,Engineer,1997-05-13,40000
99182,Jaques,Fontan,Engineer,1999-03-10,57476
98977,Richara,Alameldin,Engineer,1995-02-20,52810
25244,Ayonca,Rosay,Engineer,1997-08-17,40000
423939,Khatoun,Carrere,Engineer,1995-01-31,40000
423917,Dines,Bouloucos,Engineer,2001-07-10,40000
98852,Arno,Rissland,Engineer,1997-08-12,56812
470336,Kwun,Farrel,Engineer,1996-11-12,43140
98594,Eldridge,Kruskal,Engineer,2000-01-25,41566
47488,Sumant,Delgrange,Engineer,1996-01-12,80930
98524,Anneli,Rosenbaum,Engineer,1997-05-05,51480
47553,Falguni,Zallocco,Engineer,1999-10-07,68388
98063,Danco,Rusterholz,Engineer,1997-05-25,69407
97843,Barna,Lenart,Engineer,1999-09-20,40000
97796,Jacopo,Schoegge,Engineer,2000-07-31,52247
97730,Shooichi,Smeets,Engineer,1999-03-27,40000
25299,Remzi,Binding,Engineer,1996-10-01,48887
47798,Mohammad,Zhang,Engineer,1997-10-09,40000
97366,Mantis,Gimbel,Engineer,1996-07-04,42357
16246,Makato,Masaki,Engineer,1996-10-10,40000
97354,Piyush,Werthner,Engineer,1996-12-12,40000
96977,Mabo,Pavlopoulou,Engineer,1996-11-07,40000
96132,Sachem,Wroclawski,Engineer,1995-05-03,40147
95890,Leni,Baba,Engineer,1999-06-10,40000
95853,Manton,Flasterstein,Engineer,1996-12-21,40000
47905,Subhada,Vieth,Engineer,1993-11-24,40000
94987,Kazuhira,Berendt,Engineer,2000-11-19,40793
489953,Valeska,Collavizza,Engineer,1999-04-30,40000
423844,Masadi,Smeets,Engineer,1998-11-02,53842
470297,Jaewon,Peha,Engineer,1995-11-19,40000
94285,Goa,Munro,Engineer,1998-06-29,40000
94260,Shooichi,Marquardt,Engineer,1995-08-27,63630
93947,Toshiki,Heyers,Engineer,1997-03-08,40553
423464,Shiv,Rodier,Engineer,2000-05-03,42039
93915,Genevieve,Waymire,Engineer,2000-01-29,40000
489916,Steve,Munoz,Engineer,1998-05-01,40000
93540,Vitali,Thebaut,Engineer,1996-02-01,40000
469975,Akeel,Kusalik,Engineer,1999-10-23,49102
469951,Kien,Ebeling,Engineer,1995-03-16,40000
422393,Ramya,Schapire,Engineer,2000-04-20,56442
469931,Panayotis,Ruther,Engineer,1999-12-07,40000
422357,Parto,Berztiss,Engineer,1995-01-30,63001
422131,Adin,Kleiser,Engineer,1999-04-19,44304
93219,Dulce,Kolinko,Engineer,1996-10-31,40000
421749,Dietrich,Calkin,Engineer,1998-11-02,40000
421401,Jaewon,Litzler,Engineer,1999-04-19,40000
93086,Arco,Lubachevsky,Engineer,1995-08-05,44885
92801,Marco,Vrecion,Engineer,1998-09-21,46452
92089,Youjian,Fiutem,Engineer,1998-12-28,44320
92053,Uri,Gonthier,Engineer,1998-09-22,79053
91763,Abdulla,Gronowski,Engineer,1998-11-26,50283
91722,Yonghoan,Dolinsky,Engineer,1997-07-08,40000
91688,Vishv,Veevers,Engineer,1995-07-09,40000
91630,Saniya,Maquelin,Engineer,1999-11-28,54178
91620,Jenwei,McDermid,Engineer,1998-01-19,40000
91246,Xiaoshan,Makrucki,Engineer,1996-06-16,46361
421347,Erzsebet,Bahk,Engineer,1998-06-19,49338
421296,Guttorm,Krogh,Engineer,1998-03-01,40000
16679,Domenick,Cummings,Engineer,1994-07-17,40000
90802,Magy,Isard,Engineer,1999-01-01,56429
48772,Sanjai,Hoogerwoord,Engineer,1997-06-11,47335
90453,Beshir,Pashtan,Engineer,1996-07-18,83673
90386,Marc,Rosis,Engineer,1995-10-01,40000
421249,Francesca,Raoux,Engineer,2001-09-04,40000
421024,Shuky,Strehl,Engineer,1994-02-28,40000
420649,Vitali,Gyorkos,Engineer,1998-06-30,65366
48809,Masami,Farrow,Engineer,1999-01-24,45564
48811,Subhada,Zlotek,Engineer,1997-09-11,56929
90345,Willard,Liedekerke,Engineer,1996-12-11,40000
90309,Zengping,Siegrist,Engineer,1998-12-08,40000
90009,Denny,Ozeki,Engineer,2001-10-15,50992
89512,Susanta,Lung,Engineer,1998-05-02,40000
89507,Diederik,Orlowska,Engineer,1997-08-01,40000
48840,Gay,Alpay,Engineer,1996-08-08,55885
48841,Krisda,Busillo,Engineer,1998-12-06,55440
499566,Djelloul,Deverell,Engineer,1999-02-22,65839
89457,Kousuke,Peir,Engineer,1997-08-10,41012
25673,Ottavia,Azulay,Engineer,1995-06-26,44111
420528,Geraldo,Driscoll,Engineer,1996-09-11,41958
89374,Ingemar,Itzigehl,Engineer,1994-08-16,40000
420522,Tua,Kadhim,Engineer,2000-01-11,48400
16716,Ramachenga,Zumaque,Engineer,2000-02-02,54270
420216,Arumugam,Kalefeld,Engineer,1998-06-24,40000
49106,Krassimir,Lorin,Engineer,1999-10-03,42254
89353,Mostafa,Akiyama,Engineer,1995-12-16,40000
89333,Mona,Iisaka,Engineer,1997-08-02,40000
468961,Rafael,Piancastelli,Engineer,1999-10-29,40135
89270,Francoise,Chachaty,Engineer,1996-09-28,40000
89240,Arfst,Ecklund,Engineer,1997-06-08,56730
88987,Miomir,Prenel,Engineer,1997-09-20,55482
25952,Zito,Kalloufi,Engineer,1995-11-10,64988
419342,Shakhar,Loncour,Engineer,1999-01-25,55470
419311,Sachin,Leaver,Engineer,1995-08-25,61473
88973,Ingemar,Peng,Engineer,1997-03-01,55462
88835,Gad,Nivat,Engineer,1996-03-10,49033
468903,Lucian,Bael,Engineer,1999-10-18,54499
88556,Ute,Ravishankar,Engineer,1999-09-11,60758
88191,Monique,Sigstam,Engineer,1996-10-14,49564
418986,Kwangho,Warwick,Engineer,1996-05-07,40000
88136,Shir,Stille,Engineer,1996-08-02,61112
88101,Zongyan,Strooper,Engineer,2000-01-19,40000
418888,Harngdar,Petersohn,Engineer,2001-01-22,40000
87211,Ohad,Masada,Engineer,1995-12-16,68776
418465,Munir,Masamoto,Engineer,1996-02-22,40000
418237,Ioana,Maquelin,Engineer,1998-11-05,40000
49558,Marko,Rusterholz,Engineer,2000-03-26,49444
468804,Atreye,Axelband,Engineer,1995-07-11,48385
12848,Kazuhide,Smeets,Engineer,1997-05-11,40000
87199,Yefim,Luck,Engineer,1996-02-04,75346
87196,Caolyn,Ozery,Engineer,1997-05-18,40000
49796,Edwin,Rouquie,Engineer,1997-05-02,51496
86862,Pascal,Fetvedt,Engineer,1997-09-17,43765
86823,Xiaopeng,Perly,Engineer,1994-01-27,40000
495721,Susumu,Rodite,Engineer,1997-10-31,42754
26037,Radhika,Gadepally,Engineer,1999-12-12,43940
86157,Kwangsub,Demizu,Engineer,1996-05-11,40000
417842,Mart,Khalil,Engineer,1998-02-05,40000
86047,Ebru,Suppi,Engineer,1998-07-20,40000
86045,Leah,Kavanagh,Engineer,1997-07-24,46795
86016,Eldridge,Compeau,Engineer,1997-03-08,40000
417826,Dung,Portugali,Engineer,1997-06-06,72056
85942,Jaber,Sankaranarayanan,Engineer,1998-12-17,48914
85892,Rasikan,Binkley,Engineer,1997-03-14,47405
417776,Shuzo,Gruenwald,Engineer,1999-07-11,40000
489536,Rosalyn,Parveen,Engineer,1998-06-28,58657
495711,Kiyomitsu,Muchinsky,Engineer,1997-10-18,49637
85883,Takahito,Reghbati,Engineer,1999-06-30,40000
16803,Ziva,Rohrbach,Engineer,1994-03-14,50968
85876,Kellyn,Merks,Engineer,1995-04-20,41377
468574,Dines,Leijenhorst,Engineer,1997-03-13,81726
468518,Manu,Tempesti,Engineer,1998-04-15,40000
85583,Sanjeeva,Hiyoshi,Engineer,1999-08-24,78410
85555,Parke,Morrow,Engineer,1999-07-14,61810
85199,Souichi,Barbanera,Engineer,1999-12-16,51152
417721,Aron,Back,Engineer,1994-10-21,40000
417438,Boutros,Veldwijk,Engineer,1995-11-13,53060
416647,Yuchang,Birch,Engineer,1993-09-06,49496
84917,Rafael,Fetvedt,Engineer,1996-04-26,76253
84827,Moheb,Schmittgen,Engineer,1998-06-23,44558
84748,Jianhao,Crelier,Engineer,1997-08-02,40000
50275,Cordelia,Ohori,Engineer,1997-09-19,47111
468472,Sreekrishna,Tsukuda,Engineer,1998-02-03,40000
84552,Pramod,Sidou,Engineer,1999-04-29,42753
489523,Uriel,Sessa,Engineer,1997-11-18,40000
489518,Alexius,Dulay,Engineer,1999-12-04,49548
84502,Murthy,Tomescu,Engineer,1999-02-01,52094
11207,Saeed,Gips,Engineer,1999-01-31,49728
50324,Geraldo,Taubenfeld,Engineer,2000-01-24,40000
84459,Amalendu,Barreiro,Engineer,1998-11-13,40000
416260,Flemming,Baezner,Engineer,1999-04-27,54960
468153,Duke,Cannata,Engineer,1996-09-09,41905
84388,Chikako,Sifakis,Engineer,2001-10-14,40621
83949,Tomokazu,Biran,Engineer,1998-01-13,40000
415495,Kiam,Luef,Engineer,1996-01-01,40000
83923,Bedir,Garnham,Engineer,1996-02-13,68389
83881,Gino,Michaels,Engineer,1995-05-09,40000
83858,Gregory,Matzke,Engineer,1995-12-14,48144
26396,Jinxi,Bresenham,Engineer,1997-10-03,53684
83342,King,Piancastelli,Engineer,1999-06-09,40000
82747,Kankanahalli,Danlos,Engineer,1995-01-21,62325
82491,Lalit,Lorho,Engineer,1999-05-20,43978
81872,Shin,Pashtan,Engineer,1998-06-14,40000
81344,Leif,Hiraishi,Engineer,1999-08-14,48782
81324,Marl,Rossi,Engineer,1996-07-05,42237
50916,Yuping,Kossowski,Engineer,1998-06-19,59064
495666,Angus,Kowalchuk,Engineer,1997-06-11,47107
50954,Yishay,Nations,Engineer,1999-08-07,48555
468150,Mohammad,Staelin,Engineer,1998-01-06,47021
81245,Matk,Krzyzanowski,Engineer,1996-01-17,40000
80259,Haldon,Siprelle,Engineer,1998-02-27,49124
80200,Yurii,Ghazalie,Engineer,1998-10-29,59857
415343,Lobel,Marchegay,Engineer,1999-07-09,54088
79766,Fox,Swiler,Engineer,1994-12-01,40000
79449,Tonny,Stavenow,Engineer,1995-06-29,40000
79429,Koldo,Swab,Engineer,1996-08-28,50826
79367,Shir,Kandlur,Engineer,2001-10-30,56407
79338,Boaz,Kading,Engineer,1997-05-11,40000
415124,Sugwoo,Dalphin,Engineer,1995-03-14,40000
79290,Mohit,Perelgut,Engineer,1997-08-07,41408
489124,Chandrasekaran,Uhrig,Engineer,2000-01-06,40000
79285,Bingning,Lieblein,Engineer,1997-09-26,49127
415100,Armond,Antonakopoulos,Engineer,1997-08-06,40000
414959,Tristan,Birta,Engineer,1998-12-27,41190
79218,Rosita,Luce,Engineer,1998-08-10,40000
78618,Teiji,Peres,Engineer,1996-03-19,40000
78225,Mircea,Ishibashi,Engineer,1996-06-02,60092
78181,Ramya,Papastamatiou,Engineer,1994-08-03,41091
51541,Zito,Boudaillier,Engineer,1996-07-10,40000
468103,Demin,Remmers,Engineer,1996-12-20,61210
26692,Taisook,Cools,Engineer,1998-07-07,65459
414667,Vidya,Stavenow,Engineer,1996-12-14,40000
26715,Dhritiman,Baby,Engineer,1995-12-25,69180
77147,Elrique,Baez,Engineer,1999-12-13,84965
77060,Menkae,Kleiser,Engineer,1999-01-29,40000
77052,Pohua,Hagimont,Engineer,1999-07-11,44033
76760,Adib,Bale,Engineer,2002-02-04,48303
76644,Huei,Junet,Engineer,1998-12-11,71195
414643,Flemming,Neiman,Engineer,1999-04-06,60183
414642,Bartek,Huttel,Engineer,1998-05-22,40000
499503,Arra,Karner,Engineer,1998-08-03,40000
76374,Giao,Brookman,Engineer,1997-05-05,49230
76250,Fumiyo,Linnainmaa,Engineer,2000-03-06,40000
414631,Theirry,Maliniak,Engineer,1998-10-18,52285
495382,Radhia,Rattan,Engineer,1997-09-02,55647
414286,Remmert,Stiles,Engineer,1997-12-30,65165
413941,Perla,Beetstra,Engineer,1998-08-21,55992
76239,Nectarios,Baca,Engineer,1995-07-14,58939
75916,Dante,Besselaar,Engineer,1998-04-24,42232
467728,Chaosheng,Rodiger,Engineer,1997-09-01,40000
467452,Sailaja,Waeselynck,Engineer,1999-07-22,48426
413905,Piyawadee,Gelosh,Engineer,2002-06-19,55848
75911,Jessie,Lipner,Engineer,1999-12-18,71590
75511,Jianhua,Luby,Engineer,1996-03-14,40000
52196,Francesca,Choobineh,Engineer,1995-02-19,48536
27023,Jinpo,Falster,Engineer,1997-02-13,40000
75166,Aamod,Snyers,Engineer,1996-11-14,71375
74935,Manohar,Vendrig,Engineer,1993-08-13,40000
74923,Geoffry,Pepe,Engineer,1999-01-14,50867
52248,Masaki,Peek,Engineer,1995-06-30,40000
74883,Yonghoan,Hofman,Engineer,1993-10-28,40337
413594,Shietung,Kakkar,Engineer,1994-09-29,44389
74353,Shan,Rajala,Engineer,1998-12-30,51591
74315,Kristinn,Henseler,Engineer,1998-10-26,40000
413583,Sachio,Ritcey,Engineer,1996-07-07,40000
488637,Hisao,Shiratori,Engineer,1993-08-16,76622
73969,Yongdong,Prampolini,Engineer,1996-10-16,40140
73965,Tonia,Verhaegen,Engineer,1998-09-08,40000
73901,Arif,Ernst,Engineer,1998-09-06,54929
73885,Gianluca,Farrow,Engineer,1996-11-24,40000
467397,Nahum,Benzmuller,Engineer,1994-08-22,47114
73636,Macha,Koblitz,Engineer,1997-05-07,40000
11240,Kiam,Condotta,Engineer,1997-01-06,61739
413003,Yifei,Heyers,Engineer,1998-07-01,40000
73578,Berna,Rohrbach,Engineer,1996-01-24,50566
412912,Dmitry,Rousseau,Engineer,1998-10-18,40000
73225,Mana,Swick,Engineer,1998-01-25,44581
73143,Sreekrishna,Cincotta,Engineer,1999-04-22,40000
467381,Satyanarayana,Perez,Engineer,1996-08-04,58285
72768,Sajjad,Kolvik,Engineer,1998-06-04,40000
72513,Juichirou,Talmon,Engineer,1995-04-06,48057
52667,Pranav,McConalogue,Engineer,1999-10-02,63870
11249,Randi,Cyre,Engineer,1994-09-22,43324
72387,Taiji,Zeilberger,Engineer,1997-02-22,40000
487649,Toney,Kornatzky,Engineer,1999-09-13,40000
497968,Tesuro,Androutsos,Engineer,1997-11-24,41097
72116,Lalit,Quadeer,Engineer,1996-05-08,40000
72008,Soenke,Wrigley,Engineer,1996-12-27,40000
52733,Supot,Atrawala,Engineer,1999-06-24,62659
487617,Berni,Hainaut,Engineer,1998-07-19,66691
71998,Pranas,Lovengreen,Engineer,1999-03-26,54808
71980,Stamatina,Compeau,Engineer,1995-12-25,45916
412621,Bouchung,Lamparter,Engineer,1993-12-20,40000
71779,Hironoby,Cooman,Engineer,1996-08-30,69098
466743,Bogdan,Salvesen,Engineer,1998-03-04,49335
466272,Pohua,DeMori,Engineer,1997-06-14,64477
52976,Alejandra,Binding,Engineer,1996-12-25,40000
487601,Aksel,Emiris,Engineer,1999-10-07,40000
71732,Arra,Highland,Engineer,1997-08-14,50205
71725,Kannan,Yurek,Engineer,1995-09-27,40000
71683,Sastry,Hedayat,Engineer,1995-02-21,40000
71420,Oksana,Schnelling,Engineer,1996-02-20,48164
71341,Seongbin,Tetzlaff,Engineer,1996-04-29,40000
466226,Gianluca,Talmor,Engineer,1999-02-23,40000
412332,Eirik,Basagni,Engineer,1999-11-02,46556
71323,Shunichi,Brizzi,Engineer,1995-07-20,40000
70767,Hinrich,Gewali,Engineer,1999-12-02,47511
70743,Matk,Genin,Engineer,2001-06-20,42520
70735,Shaowei,Spataro,Engineer,1997-10-08,58619
411950,Maris,Emmerich,Engineer,1995-12-10,49921
70354,Minghong,Gammage,Engineer,1997-10-14,53220
411447,Brewster,Bernick,Engineer,1999-06-13,40000
13182,Kokou,Rodite,Engineer,1999-03-03,46832
411137,Nadjib,Levasseur,Engineer,1996-11-07,40000
70117,Arie,Bail,Engineer,1998-05-31,40848
410721,Weiye,Schoegge,Engineer,1997-01-14,72403
