emp_no,title,first_name,last_name,from_date
14723,Senior Staff,Constantino,Assaf,2002-06-01
14724,Senior Staff,Aron,Lemarechal,1993-09-10
14780,Senior Engineer,Marlo,Bruckman,1986-09-19
14785,Senior Engineer,Zhonghua,Kaiser,1988-06-23
14793,Engineer,Stein,Uchoa,1998-01-18
14814,Senior Staff,Odysseas,Nishimukai,1996-10-26
14817,Senior Engineer,Gaurav,Masaki,1997-12-02
14821,Engineer,Oguz,Kilgore,1997-05-25
14839,Senior Engineer,Changho,Cronin,1998-04-24
14853,Senior Engineer,Taiji,Nergos,1993-03-07
14877,Senior Engineer,Arto,Meriste,1996-06-06
14879,Senior Engineer,Anyuan,Sigstam,1993-12-28
14888,Senior Staff,Temple,Barriga,1986-12-09
14899,Senior Staff,Alejandro,Casley,1991-02-22
14906,Senior Staff,Adil,Parveen,1996-12-10
14908,Senior Engineer,Kerhong,Flanders,1997-09-17
14909,Senior Engineer,Mohan,Kamble,1996-12-20
14911,Senior Engineer,Xiaobin,Chelton,1994-04-06
14914,Engineer,Gretta,Benzaken,1999-09-25
14915,Engineer,Huican,Picco,1994-07-03
14923,Technique Leader,Shuzo,Gyorkos,1985-05-15
14928,Senior Staff,Satoru,Mukaidono,1985-05-17
14941,Senior Engineer,Nathan,Lichtner,1994-12-22
14942,Senior Engineer,Heon,Benveniste,1992-11-14
14949,Senior Engineer,Insup,Reinhart,1995-10-08
14954,Senior Engineer,Fox,Magliocco,1988-08-05
14971,Senior Staff,Fan,Simmen,1991-03-25
14983,Senior Staff,Hyuckchul,Pouyioutas,1996-12-26
14993,Senior Engineer,Sanjay,Koblitz,1994-04-20
15005,Senior Engineer,Kiam,Sadowsky,1993-05-23
15016,Senior Staff,Woody,Gulik,1991-10-21
15018,Senior Staff,Ramalingam,Prenel,1999-03-11
15019,Senior Engineer,Qingxiang,Shokrollahi,1997-11-02
15029,Senior Staff,Giordano,Koshino,1996-04-26
15030,Senior Staff,Rasikan,Nourani,1999-04-11
15036,Senior Engineer,Ziva,Delgrande,1994-11-04
15049,Senior Staff,Khun,Waymire,1991-01-17
15052,Senior Engineer,Flemming,Kranzdorf,1993-01-27
15055,Senior Staff,Shrikanth,Sherertz,1997-07-15
15066,Senior Engineer,Tomokazu,Oaver,2002-06-29
15069,Technique Leader,Manton,Siksek,1987-08-05
15071,Senior Staff,Ayonca,Couchot,1996-10-15
15075,Senior Engineer,Radoslaw,Rijsenbrij,1992-04-23
15077,Senior Engineer,Toshiki,Taubenfeld,1993-06-25
15082,Technique Leader,Guadalupe,Zirintsis,1986-04-01
15087,Senior Engineer,Chirstian,Ushiama,1997-09-14
15089,Senior Engineer,Giri,Coney,1995-05-14
15092,Senior Staff,Remmert,Bahi,1986-05-26
15102,Senior Engineer,Luigi,Axelband,2000-11-04
15105,Senior Staff,Sudhanshu,Itzigehl,1994-11-22
15114,Engineer,Pantung,Honglei,1998-03-09
15134,Senior Staff,Arun,Luiz,1998-07-23
15145,Senior Engineer,Haldon,Servieres,1995-04-20
15151,Senior Staff,Urs,Pouyioutas,1999-12-30
15176,Senior Staff,Charlene,Sankaranarayanan,1992-11-16
15193,Senior Engineer,Neelam,Schach,1989-02-14
15196,Senior Engineer,Souichi,Duclos,2001-07-09
15202,Engineer,Pranay,Irland,1998-07-05
15208,Senior Staff,Sudharsan,Shokrollahi,1994-04-18
15218,Senior Staff,Shuky,Conry,2001-08-10
15228,Senior Staff,Mona,Salvesen,1995-01-17
15230,Senior Engineer,Keiichiro,Suessmith,1999-03-17
15234,Senior Engineer,Jouko,Zhiwei,1987-09-03
15237,Senior Engineer,Reinhard,Sadowsky,1995-08-17
15243,Senior Staff,Mountaz,Famili,2001-09-19
15248,Senior Staff,Edwin,Baar,1997-03-22
15253,Senior Engineer,Ayonca,Pardalos,1992-06-06
15269,Senior Engineer,Eric,Reghbati,1993-08-21
15271,Senior Staff,Shiv,Bernardeschi,1986-12-05
15292,Senior Staff,Miyeon,Lammel,1995-07-31
15324,Senior Engineer,Ziya,Lunn,2001-03-25
15329,Engineer,Fan,Openshaw,1997-08-16
15330,Senior Staff,Jaroslava,Chinal,1995-05-31
15337,Senior Engineer,Masaru,Radivojevic,1997-08-07
15343,Senior Engineer,Chaosheng,Luce,1992-03-12
15354,Staff,Chikara,Nyrup,1994-10-18
15365,Senior Engineer,Mikhail,Schiettecatte,1995-08-11
15369,Staff,Premal,Penttonen,1999-08-20
15370,Senior Engineer,Chuanyi,Nilsson,1993-12-21
15372,Senior Staff,Nahum,Broder,1994-10-12
15375,Senior Staff,Shuho,Manders,2000-11-02
15377,Senior Engineer,Shugo,Aumann,1992-12-18
15382,Senior Staff,Alassane,Siegrist,1992-12-26
15392,Assistant Engineer,Pradeep,Markovitch,1994-07-04
15408,Staff,Maik,Penttonen,1996-11-23
15410,Senior Staff,Wilmer,Kushner,1998-09-13
15412,Senior Engineer,Huai,Thiria,1992-08-23
15438,Senior Staff,Constantijn,Munoz,1991-12-24
15441,Senior Staff,Arvind,Weisert,2000-02-06
15452,Engineer,Kazuhira,Weedman,1995-05-11
15454,Senior Staff,Hongzue,Cesareni,1991-02-27
15470,Engineer,Weiwu,Huhdanpaa,1996-08-08
15474,Senior Staff,Gilbert,Plumb,1994-12-04
15479,Senior Engineer,Zhenbing,Soicher,1994-01-25
15480,Senior Engineer,Kwok,Trogemann,1999-04-29
15504,Engineer,Kasturi,Alpin,1997-02-06
15505,Senior Engineer,Collette,Mikschl,1993-08-30
15510,Senior Engineer,Inderjeet,Sethi,1994-08-29
15511,Senior Staff,George,Kowalchuk,1986-04-20
15518,Senior Engineer,Uno,Valtorta,1996-10-02
15525,Senior Engineer,Masadi,Cherinka,2001-04-27
15534,Senior Staff,Guozhong,Grabner,1995-05-06
15543,Senior Engineer,Mingdong,Staelin,1988-07-30
15548,Senior Engineer,Sanjai,Caine,1997-05-08
15563,Senior Staff,Constantino,Zykh,1994-04-08
15565,Senior Staff,True,Muchinsky,1986-12-16
15566,Senior Staff,Baoqiu,Azuma,1988-04-11
15600,Senior Engineer,Mack,Perna,1994-04-26
15601,Senior Staff,Carrsten,Anily,1994-07-10
15651,Senior Engineer,Huan,Iwayama,2001-11-22
15656,Senior Staff,Mohammad,Schaaf,1996-05-25
15682,Senior Engineer,Hiroyasu,Przulj,1995-06-21
15687,Senior Staff,Dekang,Ambroszkiewicz,1996-02-13
15703,Engineer,Chenye,Hanratty,1994-12-06
15708,Senior Staff,Reuven,Kushnir,1995-01-22
15714,Engineer,Troy,Bala,2001-03-08
15715,Staff,Insup,Ibel,1999-09-21
15726,Senior Staff,Zhilian,Parascandalo,2001-08-28
15739,Engineer,Poorav,Bahr,1999-03-02
15740,Senior Staff,Stepehn,Pocchiola,2000-06-03
15750,Senior Engineer,Arumugam,Bresenham,2000-11-13
15765,Senior Engineer,Tonny,Taubenfeld,1998-02-15
15767,Senior Engineer,Baocai,Broomell,1999-06-09
15769,Staff,Pranay,Oskamp,1999-06-20
15788,Senior Engineer,Taegyun,Deyuan,1998-03-13
15799,Senior Staff,Manton,Gelosh,1995-05-08
15809,Senior Staff,Mingsen,Antonisse,1994-06-07
15819,Senior Staff,Magdalena,Rajcani,1999-08-16
15821,Engineer,Aleksander,Antonakopoulos,1997-06-09
15846,Technique Leader,Bowen,Litecky,1989-03-23
15861,Senior Staff,Gio,Anido,1995-12-20
15866,Senior Engineer,Angel,Seiwald,1991-10-03
15869,Senior Engineer,Guoxiang,Bala,2002-01-21
15876,Senior Engineer,Munehiro,Vakili,1999-08-03
15877,Engineer,Yannik,Kroll,1999-08-10
15880,Technique Leader,Miquel,Dechter,1996-12-02
15889,Senior Engineer,Sasan,Azumi,1995-02-03
15892,Senior Engineer,Lunjin,Pettis,1991-09-20
15901,Senior Engineer,Marsja,Fargier,1993-09-22
15902,Senior Staff,Kazuhide,Stille,1993-03-23
15905,Senior Engineer,DeForest,Petersohn,1993-02-11
15911,Senior Engineer,Shaibal,Viele,1998-01-13
15934,Assistant Engineer,Kensyu,Shinomoto,1995-08-20
15938,Senior Staff,Garnik,Covnot,1997-10-16
15942,Senior Engineer,Murthy,Rosca,1991-09-09
15943,Senior Engineer,Yakkov,Demke,2002-02-05
15945,Senior Engineer,Hauke,Larfeldt,2000-11-16
15948,Senior Engineer,Karoline,Versino,1991-01-14
15955,Senior Engineer,Yuguang,Dratva,1991-03-31
15971,Senior Engineer,Arumugam,Aloia,1988-05-03
15977,Senior Staff,King,Ballarin,2000-11-02
15978,Engineer,Kaijung,Wielonsky,1997-02-25
15993,Senior Engineer,Yoshimitsu,Peir,1988-11-19
16000,Senior Engineer,Marek,Demos,2002-05-05
16018,Senior Engineer,Boutros,Papadias,1992-10-05
16019,Senior Engineer,Chaoyi,Heystek,1990-08-01
16025,Senior Engineer,Doowon,Luce,1994-03-05
16028,Senior Engineer,JiYoung,Takkinen,1995-08-13
16033,Senior Staff,Wayne,Spelt,1986-09-09
16052,Senior Engineer,Maria,Rodham,1997-01-26
16066,Senior Staff,Marsha,Penn,1993-09-16
16068,Senior Staff,Leandro,Zongker,1992-12-17
16076,Engineer,Marko,Ebeling,1997-08-06
16077,Senior Engineer,Kannan,Heemskerk,2001-07-02
16086,Senior Engineer,Mohammad,Denos,1999-04-26
16094,Senior Engineer,Berto,Rosar,1999-07-18
16099,Senior Staff,Mohan,Ferretti,1990-10-23
16126,Staff,Tse,Crabtree,1997-10-10
16130,Engineer,Kerryn,Belinskaya,2002-07-26
16134,Senior Engineer,Annemarie,Chaudhuri,1998-03-12
16138,Senior Staff,Leucio,Krzyzanowski,1994-05-05
16154,Technique Leader,Monique,Docker,1994-03-12
16185,Technique Leader,Marin,Winter,1987-04-28
16192,Senior Engineer,Leandro,Sigstam,1992-05-05
16201,Technique Leader,Krassimir,Olano,1987-08-13
16227,Senior Engineer,Hitomi,Vural,1993-09-25
16229,Senior Staff,Ronnie,Lanzelotte,1996-09-17
16230,Senior Staff,Ung,Babu,1996-02-19
16233,Senior Staff,Sushant,Baba,1987-03-24
16234,Senior Staff,Jacopo,Basart,1991-05-14
16246,Engineer,Makato,Masaki,1996-10-10
16252,Senior Engineer,Carrsten,Mattern,1995-07-11
16266,Senior Staff,Mikhail,Sethi,1985-10-25
16272,Senior Engineer,Shuho,Zeleznik,1996-04-15
16274,Senior Staff,Sadun,Navazio,1994-05-19
16324,Staff,Billie,Bazzichi,1998-05-04
16337,Senior Engineer,Hironoby,Schaad,1994-11-07
16341,Senior Staff,Boutros,Fendler,1999-12-08
16355,Senior Staff,Nikolaos,Luca,1992-06-30
16364,Senior Staff,Yifei,Gini,1994-09-19
16365,Senior Staff,Janalee,Mellouli,1990-04-27
16377,Engineer,Duri,Stanger,1993-11-30
16380,Senior Staff,Zhilian,Chleq,1994-06-01
16382,Senior Engineer,Chaoyi,Talmon,1987-05-05
16383,Senior Engineer,Lidong,Czap,1994-09-24
16388,Senior Staff,Subhankar,Georgatos,1996-01-30
16397,Senior Staff,Shimshon,Cusworth,1990-05-24
16398,Senior Staff,Limsoon,Krzyzanowski,1993-07-31
16399,Senior Staff,Apostol,Collette,1992-04-16
16404,Senior Engineer,Rafols,Rabehasaina,1993-07-18
16412,Technique Leader,Moss,Tokunaga,1989-03-10
16425,Senior Engineer,Idoia,Beerel,1989-12-15
16438,Senior Engineer,Abdulla,Demeyer,1996-04-08
16446,Senior Staff,Jouko,Chinin,1992-07-05
16447,Senior Engineer,Zhiguo,Savasere,1999-04-19
16448,Senior Engineer,Tsvetan,Zwicker,1999-04-26
16453,Senior Staff,Goncalo,Basart,1994-12-16
16471,Staff,Bogdan,Birta,1999-08-03
16479,Senior Staff,Jixiang,Eiter,1992-04-13
16486,Senior Staff,Sanjay,Perin,1992-03-17
16487,Senior Staff,Arunas,Yemenis,2001-10-18
16490,Senior Staff,Muzhong,Thiria,1987-04-06
16491,Senior Staff,Emdad,Radwan,2001-10-03
16504,Senior Engineer,Mong,Cromarty,1992-05-06
16510,Senior Staff,Mototsugu,Vecchio,1994-04-06
16537,Senior Engineer,Weidon,Seiwald,1991-08-03
16539,Senior Engineer,Gretta,Fetvedt,1993-12-06
16546,Senior Engineer,Sangeeta,Lanphier,1995-03-16
16549,Senior Staff,Olivera,Thibadeau,2000-03-02
16551,Senior Engineer,Sadegh,Ranon,1986-08-21
16556,Senior Engineer,Mostafa,Hiltgen,1987-12-27
16567,Senior Staff,Hein,Senzako,1989-12-24
16570,Senior Engineer,Uta,Matzen,2000-03-24
16580,Senior Engineer,Masaru,Valiente,1986-06-20
16607,Senior Staff,Vishwani,Honglei,1993-09-17
16619,Senior Engineer,Arvind,Boguraev,1993-09-19
16657,Senior Engineer,Yongdong,Heyers,1992-07-11
16658,Senior Staff,Florian,Soicher,1993-01-18
16672,Senior Staff,Georgi,Peris,1993-03-13
16674,Technique Leader,Duke,Takanami,1988-08-30
16679,Engineer,Domenick,Cummings,1994-07-17
16683,Senior Engineer,Hatem,Ghandeharizadeh,1986-11-19
16716,Engineer,Ramachenga,Zumaque,2000-02-02
16719,Senior Staff,Sasan,Benantar,1994-04-25
16723,Senior Staff,Mohd,Randt,1993-12-24
16729,Senior Staff,Kirk,Broomell,2001-05-07
16731,Senior Engineer,Domenico,Versino,1993-04-15
16759,Senior Engineer,Vojin,Masaki,1992-01-10
16799,Senior Engineer,Shigeichiro,Bamford,1994-04-26
16801,Senior Engineer,Gila,Strooper,1987-12-16
16803,Engineer,Ziva,Rohrbach,1994-03-14
16806,Senior Staff,Sreekrishna,Dayana,1990-07-20
16808,Senior Staff,Kiyokazu,Katiyar,1995-11-10
16851,Senior Staff,Leon,Stasinski,1992-03-10
16852,Senior Engineer,Yefim,Fontet,1993-05-14
16862,Senior Engineer,JiYoung,Eppinger,1992-04-26
16864,Engineer,Candido,Gecsel,1996-10-28
16869,Senior Staff,Yakkov,Huttel,1998-12-19
16871,Senior Engineer,Munir,Stiles,1993-08-23
16875,Engineer,Nikolaos,Radhakrishnan,1997-10-26
16880,Technique Leader,Honesty,Bresenham,1986-08-24
16897,Technique Leader,Charlene,Ebeling,1989-09-13
16910,Senior Engineer,Kazunori,Botman,1986-05-29
16919,Engineer,Tesuya,Yurov,1999-09-08
16921,Senior Staff,Evgueni,Yeung,1988-01-21
16954,Senior Staff,Akhilish,Apsitis,1995-08-06
16955,Senior Staff,Sangeeta,Marrakchi,2001-03-14
16969,Senior Engineer,Sanjit,Braccini,1997-10-26
16986,Senior Engineer,Hirochika,Gecseg,1993-05-09
16988,Senior Staff,Xiong,Peron,1990-12-29
16993,Senior Staff,Hongzue,Dahlbom,1993-02-12
16999,Senior Staff,Bezalel,Sadowsky,2001-12-22
17012,Senior Engineer,Valdiodio,Petereit,1998-11-02
17018,Senior Engineer,Berhard,Tasistro,1993-02-20
17024,Senior Engineer,Ewing,Siepmann,1993-07-11
17041,Senior Staff,Nishit,Montemayor,1993-01-18
17046,Senior Engineer,Fay,Kornyak,1993-07-21
17048,Senior Engineer,Christoph,Murthy,1993-10-09
17055,Senior Engineer,Marin,Wixon,1988-08-06
17063,Senior Staff,Anoosh,Thiran,1992-12-12
17066,Senior Engineer,Heping,Ruther,1996-02-27
17068,Assistant Engineer,Bodh,Gopalakrishnan,1994-09-01
17072,Senior Staff,Richara,Bala,1997-12-15
17076,Senior Engineer,Gudjon,Hitomi,1987-01-04
17078,Senior Staff,Gill,Hinsberger,1990-11-29
17081,Senior Engineer,Weiru,Murtafg,1992-12-28
17089,Senior Staff,Rafail,Erman,1991-04-10
17098,Senior Engineer,Xuedong,Gelosh,1998-08-26
17101,Senior Engineer,Sandeepan,Compeau,1995-01-18
17102,Staff,Radhika,Garnick,1998-01-16
17103,Senior Engineer,Takahiro,Feldmann,1993-10-07
17120,Senior Staff,Yifei,Polupanov,1993-02-08
17125,Senior Engineer,Akhilish,Zweizig,2001-10-17
17126,Senior Staff,Matk,Schapire,2000-02-20
17143,Senior Engineer,Ziyad,Munke,1985-09-10
17146,Staff,Aemilian,Barbanera,1996-07-01
17158,Senior Engineer,Danai,Vecchio,1998-02-14
17159,Senior Engineer,Quingbo,Mitchem,1995-10-22
17160,Senior Engineer,Shay,Montemayor,1988-02-22
17163,Senior Engineer,Yurii,Papsdorf,1988-03-12
17199,Senior Staff,Vasilis,Guardalben,2001-01-26
17215,Senior Engineer,Junichi,Langford,1996-06-17
17220,Senior Engineer,Lorien,Panwar,2000-01-04
17222,Senior Engineer,Leen,Muchinsky,1994-10-04
17235,Senior Engineer,Ronnie,Rissanen,1998-03-24
17236,Senior Engineer,Matk,Merro,1994-02-02
17245,Staff,Neven,Milicia,1995-01-12
17260,Engineer,Abdulah,Famili,1995-05-18
17277,Senior Engineer,Arnd,Hopewell,1987-08-25
17280,Senior Engineer,Xuejia,Merle,2000-01-04
17285,Senior Staff,Mario,Weiland,2001-03-26
17294,Senior Engineer,Shrikanth,Pietrzykowski,1994-08-17
17326,Senior Engineer,Arumugam,Ramsay,1986-02-28
17327,Senior Staff,Yongmin,Gihr,1995-06-04
17329,Senior Engineer,Shaunak,Tyugu,1998-07-21
17336,Senior Engineer,Shigenori,Chaudhuri,1993-02-24
17339,Engineer,Fan,Mullainathan,1999-10-03
17340,Senior Staff,Yurii,Brookman,1992-07-05
17352,Senior Staff,Muneo,Katiyar,1997-05-06
17355,Senior Engineer,Mingzeng,Weisert,1993-08-31
17384,Senior Staff,Youngkon,Nooteboom,1997-04-04
17387,Staff,Shir,Serra,1997-12-31
17396,Senior Engineer,Valeri,Henders,1995-06-14
17397,Senior Engineer,Kenroku,Hardjono,1986-09-15
17412,Staff,Leni,Vilarrasa,1999-12-27
17436,Senior Staff,Chirstian,Munawer,1985-08-12
17448,Senior Engineer,Makato,Belinskaya,1995-02-04
17468,Senior Staff,Abdelghani,Irland,1996-06-13
17470,Senior Engineer,Genevieve,Lichtner,1986-07-23
17472,Senior Staff,Murthy,Verhoeff,1998-12-09
17487,Engineer,Gully,Staudhammer,1998-07-31
17489,Senior Staff,Karlis,Vigier,1994-08-13
17500,Technique Leader,Jinya,Bratsberg,1988-09-25
17505,Senior Engineer,Gunilla,Moffat,1994-02-21
17512,Engineer,Frederique,Hofmeyr,1998-01-05
17520,Senior Engineer,Shahab,Keohane,1997-08-08
17539,Senior Engineer,Cathie,Uhrik,1999-12-27
17544,Senior Engineer,Kien,Marletta,1995-07-09
17552,Senior Staff,Pradeep,Neiman,1997-03-26
17556,Senior Staff,Makato,Tsukuda,2000-07-22
17559,Senior Engineer,Annemarie,Papastamatiou,1993-09-04
17573,Senior Staff,Berthier,Deverell,1993-04-04
17576,Senior Engineer,Behnaam,Krybus,1988-02-06
17582,Senior Engineer,Kauko,Spieker,1988-10-28
17584,Senior Staff,Emdad,Coorg,1994-03-15
17586,Senior Staff,Lein,Halevi,1999-08-07
17629,Senior Staff,Mostafa,Winter,1987-11-22
17647,Senior Staff,Vasilis,Swab,1995-08-04
17657,Engineer,Thanasis,Zucker,1997-06-18
17674,Senior Engineer,Adib,Braccini,1993-03-19
17677,Senior Engineer,Mingdong,Ramalingam,2001-10-04
17683,Senior Staff,Bernt,Henders,1998-11-21
17688,Senior Engineer,Faiza,Cincotta,1987-08-14
17696,Senior Engineer,Feiyu,Kusalik,1996-12-04
17699,Senior Engineer,Radhia,Heping,1993-07-21
17704,Senior Staff,Vatsa,Broomell,2001-11-20
17705,Technique Leader,Toshimo,Mellouli,1985-08-14
17711,Engineer,Owen,Katiyar,1997-09-05
17716,Senior Engineer,Josyula,Vitiello,1994-09-24
17728,Staff,Tsuneo,Lienhardt,1998-02-19
17742,Senior Staff,Tru,Cappelletti,1986-03-02
17745,Senior Engineer,Hatem,Schreiter,1993-05-02
17778,Senior Staff,Chirstian,Matzov,1998-02-12
17791,Senior Staff,Matt,Stifter,1988-01-30
17798,Senior Staff,Guangming,Suessmith,1993-10-15
17807,Senior Engineer,Jianhua,Glowinski,2000-07-23
17815,Engineer,Shuji,Wissmann,1997-03-02
17816,Senior Engineer,Toshimo,Kenevan,1998-10-05
17834,Senior Engineer,Zhilian,Fiutem,2002-03-16
17840,Senior Engineer,Tonny,Sherertz,1991-06-20
17841,Senior Engineer,Hilary,Ramaiah,1988-06-07
17849,Senior Staff,Mandell,Varker,1994-05-28
17869,Assistant Engineer,Xiaocheng,Prochazka,1995-07-01
17871,Senior Engineer,Ebbe,Hedayat,2001-07-20
17874,Senior Staff,Rutger,Minakawa,1999-01-01
17891,Senior Engineer,Isaac,Luiz,1992-05-06
17900,Senior Engineer,Sakthirel,Belinskaya,1991-03-03
17907,Senior Staff,Kotesh,Bernini,2000-01-05
17916,Senior Engineer,Sukumar,Morrin,2000-12-01
17925,Senior Engineer,Adamantios,Baezner,1996-03-08
17973,Senior Engineer,Sanjit,Beidas,1994-09-27
17986,Staff,Oguz,Angelopoulos,1994-08-27
17995,Senior Staff,Oldrich,Vickson,1987-01-05
18006,Senior Staff,Vidya,Hanabata,1994-09-03
18013,Senior Engineer,Jiong,Shanbhogue,1994-06-07
18016,Senior Staff,Somnath,Kaminger,1994-09-03
18018,Senior Staff,Sasan,Schrooten,1992-12-10
18020,Senior Staff,Adhemar,Pelz,1993-03-31
18030,Senior Engineer,Jasminko,Brookner,1986-03-19
18065,Senior Staff,Chriss,Wroclawski,1986-06-18
18075,Senior Engineer,Lein,Goodrum,1986-02-22
18080,Senior Engineer,Satyanarayana,Rosar,2000-12-16
18099,Technique Leader,Kazuhiko,Fendler,1993-04-30
18108,Staff,Sanjai,Genin,1998-09-13
18123,Staff,Kristinn,Hitomi,1995-08-09
18130,Senior Staff,Claudi,Cairo,2000-05-26
18134,Senior Engineer,Ult,Pesch,1992-07-31
18138,Senior Staff,Moni,Baezner,1992-08-05
18155,Senior Engineer,Dayanand,Danlos,1997-04-15
18181,Senior Staff,Gregory,Beerel,1987-03-29
18208,Senior Staff,Demin,Irland,1991-10-05
18210,Senior Engineer,Mabo,Radhakrishnan,2001-06-19
18212,Senior Staff,Constantino,Journel,1992-04-30
18223,Senior Staff,Gully,Mitchem,1986-07-15
18237,Engineer,Limsoon,Tramer,1995-08-21
18242,Senior Engineer,Shichao,Demian,1999-02-10
18251,Senior Staff,Alair,Panangaden,1986-10-08
18261,Senior Engineer,Shridhar,Baak,1986-06-06
18274,Senior Staff,Yefim,Karnin,1994-06-13
18297,Senior Staff,Guther,Nastansky,1985-09-07
18310,Senior Engineer,Ioana,Dalton,1996-08-06
18316,Senior Engineer,Hongzue,Msuda,1985-02-19
18322,Engineer,Tonia,Lueh,1997-10-04
18323,Senior Engineer,Oddvar,Tiemann,1994-08-17
18333,Engineer,Munehiro,Plesums,1999-03-23
18375,Senior Staff,Gian,Debuse,2001-04-28
18376,Engineer,Wayne,Stranks,1994-09-26
18382,Senior Engineer,Remko,Mattern,2002-01-30
18393,Senior Engineer,Wuxu,Aseltine,1994-11-20
18401,Staff,Vidya,Itzfeldt,1999-09-07
18402,Senior Staff,Bernice,Ritzmann,1991-05-02
18427,Senior Staff,Kiyomitsu,Qiwen,1994-03-12
18438,Engineer,Chiradeep,Iacovou,1999-10-01
18443,Senior Staff,Florina,Swick,1993-10-15
18448,Senior Engineer,Rosine,Bazelow,1999-05-02
18450,Senior Staff,Takahito,Hoppenstand,1993-05-19
18454,Senior Staff,Eric,Anido,1996-07-18
18459,Senior Staff,Shuzo,Kavanagh,1997-04-01
18468,Senior Engineer,Kirk,Cunliffe,1997-03-18
18478,Senior Engineer,Mitsuyuki,Stranks,1998-05-01
18503,Senior Engineer,Mechthild,Marletta,1992-03-23
18511,Senior Engineer,Pascal,Marzano,2000-11-16
18532,Staff,Joydip,Onuegbe,1999-06-03
18542,Senior Engineer,Tiina,Anido,1994-05-16
18547,Senior Engineer,Gladys,Sankaranarayanan,1994-06-03
18571,Senior Engineer,Xinglin,Flowers,1994-04-14
18573,Staff,Zongyan,Baca,1998-04-16
18580,Assistant Engineer,Mabo,Bamford,1997-09-18
18581,Senior Staff,Mitsuyuki,Ranai,1995-07-23
18663,Senior Engineer,Rafols,Sridhar,1992-06-19
18664,Senior Staff,Itzchak,Akaboshi,1997-12-31
18666,Senior Staff,Hitofumi,Baja,1996-05-24
18671,Senior Engineer,Shan,Nastansky,1986-05-04
18673,Engineer,Ohad,Orlowski,1996-04-24
18679,Senior Staff,Roded,Lambe,1999-11-28
18701,Senior Staff,Mori,Ratnakar,1997-03-09
18706,Senior Staff,Debaprosad,Schicker,1996-08-16
18725,Senior Staff,Cullen,Marchegay,1998-08-04
18728,Senior Engineer,Tzvetan,Luft,1993-11-30
18770,Senior Engineer,Fei,Yurek,1995-11-27
18771,Senior Staff,Domenick,Haraldson,1990-03-07
18775,Senior Engineer,Shay,Akazan,1993-03-21
18784,Senior Staff,Pohua,Hempstead,1992-07-31
18786,Senior Engineer,Guozhong,Veevers,1988-05-24
18789,Senior Staff,Reinhold,Domenig,1988-02-29
18790,Senior Engineer,Florina,Rahier,1996-07-22
18799,Senior Staff,Kshitij,Lunn,1992-07-13
18806,Senior Staff,Akhilish,Petereit,1991-05-29
18809,Senior Staff,Laurentiu,Munoz,2001-10-10
18811,Senior Staff,Cheong,Oxenboll,1998-02-23
18817,Staff,Kristin,Xiaoshan,1997-08-30
18833,Senior Engineer,Roded,Majewski,1995-03-05
18835,Senior Engineer,Uwe,Lieblein,1995-07-28
18866,Assistant Engineer,Fumiyo,Hettesheimer,1997-04-10
18888,Engineer,Sajjan,Stassinopoulos,1998-07-22
18890,Senior Staff,Pasqua,Litecky,2000-08-16
18919,Senior Engineer,Remco,Stille,1993-02-07
18921,Senior Engineer,Maren,Radwan,1998-08-26
18927,Senior Engineer,Muneo,Msuda,1989-12-15
18933,Senior Engineer,Barun,Panienski,2002-05-04
18943,Senior Staff,Anneli,Rando,1990-04-18
18946,Senior Engineer,Gio,Warwick,2002-06-01
18955,Senior Engineer,Ziya,Flexer,1993-01-22
18979,Senior Engineer,Girolamo,Fujisawa,1985-12-29
18980,Senior Engineer,Weiye,Kawashimo,1999-01-07
18986,Senior Staff,Pintsang,Babu,1994-12-11
18989,Senior Staff,Goh,Quittner,1993-03-11
18994,Senior Staff,Leszek,Mitsuhashi,1991-09-03
19006,Senior Engineer,Martina,Hempstead,1996-03-25
19012,Senior Staff,Gal,Panangaden,1992-11-18
19014,Senior Staff,Jiafu,Danecki,1986-01-20
19027,Senior Engineer,Ferdinand,Nanard,1994-05-11
19029,Senior Engineer,Khosrow,Jiang,2001-08-13
19031,Senior Staff,Rosella,Pollock,1988-04-25
